id,lon,lat,date,day_of_week,month_name
38,2.1687046892946937,41.393484561213235,2019-07-09,Tuesday,July
45,2.1710962280358306,41.39354685229298,2019-06-17,Monday,June
44,2.1715148479386865,41.39354986728227,2019-10-05,Saturday,October
43,2.17181386219399,41.39355201991375,2019-12-23,Monday,December
44,2.172172679343212,41.393554602045995,2019-05-27,Monday,May
45,2.1726511022815367,41.39355804314869,2019-08-25,Sunday,August
46,2.173249131071207,41.39356234173017,2019-07-06,Saturday,July
45,2.1737873570927624,41.39356620779642,2019-11-11,Monday,November
44,2.1739667657899395,41.393567495925794,2019-07-07,Sunday,July
43,2.1740863715945347,41.393568354523325,2019-09-08,Sunday,September
42,2.1742059774043105,41.393569212996546,2019-03-18,Monday,March
41,2.1743255832192667,41.393570071345465,2019-07-03,Wednesday,July
40,2.1744451890394014,41.393570929570075,2019-09-21,Saturday,September
39,2.1745647948647155,41.393571787670375,2019-04-17,Wednesday,April
37,2.174684400695207,41.39357264564638,2019-11-25,Monday,November
36,2.1748040065308754,41.393573503498075,2019-01-26,Saturday,January
34,2.1749236123717197,41.393574361225454,2019-04-03,Wednesday,April
33,2.17504321821774,41.39357521882853,2019-04-13,Saturday,April
31,2.1751628240689347,41.393576076307305,2019-12-17,Tuesday,December
29,2.175282429925304,41.39357693366176,2019-07-05,Friday,July
28,2.175402035786846,41.39357779089191,2019-09-17,Tuesday,September
26,2.1755216416535608,41.39357864799776,2019-11-06,Wednesday,November
24,2.175641247525447,41.39357950497931,2019-08-18,Sunday,August
23,2.175760853402504,41.39358036183654,2019-04-20,Saturday,April
21,2.175880459284732,41.39358121856946,2019-12-16,Monday,December
20,2.1760000651721296,41.39358207517808,2019-04-15,Monday,April
17,2.176239276962429,41.3935837880224,2019-10-08,Tuesday,October
16,2.17635888286533,41.393584644258084,2019-01-21,Monday,January
15,2.1764784887733977,41.39358550036949,2019-01-19,Saturday,January
14,2.176598094686631,41.393586356356565,2019-05-31,Friday,May
11,2.17798239674872,41.39422756969929,2019-08-09,Friday,August
15,2.146339732906519,41.39323072969897,2019-01-12,Saturday,January
16,2.1464587481325017,41.39327665010863,2019-10-06,Sunday,October
17,2.1465783525605513,41.39327753729355,2019-11-13,Wednesday,November
19,2.146937165876816,41.39328019810251,2019-03-07,Thursday,March
20,2.147116572553009,41.39328152808746,2019-03-25,Monday,March
21,2.14729597924124,41.393282857792734,2019-04-21,Sunday,April
22,2.1475351881775993,41.39328463029804,2019-10-07,Monday,October
23,2.1478341993781274,41.39328684523046,2019-01-14,Monday,January
24,2.1480734083626034,41.393288616617035,2019-10-20,Sunday,October
25,2.148372419623257,41.39329083015106,2019-09-22,Sunday,September
26,2.148850837709743,41.39329437018954,2019-04-13,Saturday,April
27,2.1492096513306693,41.393297023913206,2019-09-28,Saturday,September
26,2.1495086627181315,41.39329923449502,2019-09-17,Tuesday,September
25,2.1498674764270973,41.39330188616769,2019-02-22,Friday,February
24,2.1501066855930726,41.393303653327955,2019-06-19,Wednesday,June
23,2.1503458947803713,41.393305419991,2019-04-17,Wednesday,April
22,2.1509477054673605,41.39385440645278,2019-06-25,Tuesday,June
22,2.152857592532954,41.3933239399337,2019-07-17,Wednesday,July
26,2.1538144303888127,41.39333098073075,2019-10-16,Wednesday,October
27,2.1540536399058707,41.39333273968697,2019-04-03,Wednesday,April
28,2.1543520681633113,41.39337997087625,2019-03-31,Sunday,March
29,2.1544722566117915,41.39333581666392,2019-01-13,Sunday,January
31,2.1548310709828646,41.39333845286079,2019-07-27,Saturday,July
33,2.155189885401651,41.393341087938914,2019-06-19,Wednesday,June
34,2.1553094902185124,41.393341966049675,2019-12-19,Thursday,December
35,2.1554290950406725,41.393342844036134,2019-10-11,Friday,October
36,2.155608502283845,41.39334416078276,2019-06-18,Tuesday,June
37,2.1557879095389354,41.3933454772497,2019-01-19,Saturday,January
38,2.1559075143822817,41.393346354738945,2019-01-20,Sunday,January
39,2.156086921657228,41.39334767073974,2019-03-24,Sunday,March
40,2.1562663289440853,41.39334898646086,2019-02-14,Thursday,February
41,2.1568045508760942,41.39335293194609,2019-12-04,Wednesday,December
40,2.1577015876674177,41.393359502161125,2019-05-27,Monday,May
39,2.159107995935268,41.393466792937325,2019-11-21,Thursday,November
45,2.1604530818044396,41.39333457395684,2019-09-11,Wednesday,September
46,2.160572686771195,41.39333544659683,2019-10-03,Thursday,October
51,2.1610511066908646,41.393338935913775,2019-07-14,Sunday,July
48,2.1651176794027474,41.39336851480686,2019-07-13,Saturday,July
46,2.16535631367627,41.393415283586805,2019-06-03,Monday,June
45,2.165475918940822,41.39341615113166,2019-11-27,Wednesday,November
44,2.1655955242106097,41.39341701855222,2019-12-17,Tuesday,December
43,2.1657151294856307,41.39341788584847,2019-07-11,Thursday,July
42,2.165834734765885,41.39341875302041,2019-04-18,Thursday,April
41,2.165954340051372,41.39341962006805,2019-02-18,Monday,February
40,2.1660739453420907,41.39342048699139,2019-12-14,Saturday,December
39,2.1661935506380403,41.39342135379042,2019-03-14,Thursday,March
38,2.16631315593922,41.39342222046514,2019-04-28,Sunday,April
37,2.166432761245629,41.39342308701555,2019-08-25,Sunday,August
36,2.166552366557267,41.39342395344166,2019-07-20,Saturday,July
35,2.166671971874133,41.39342481974347,2019-01-26,Saturday,January
34,2.1667915771962263,41.39342568592097,2019-12-28,Saturday,December
33,2.166911182523546,41.393426551974166,2019-11-08,Friday,November
31,2.1675987217475976,41.39344654048284,2019-04-28,Sunday,April
41,2.168945621083498,41.39335118913748,2019-07-06,Saturday,July
42,2.169065226339707,41.393352052950455,2019-01-02,Wednesday,January
43,2.1691848316011293,41.393352916639124,2019-01-28,Monday,January
44,2.1699816378426613,41.39470064410893,2019-12-03,Tuesday,December
46,2.171097372266577,41.39345678552331,2019-09-29,Sunday,September
45,2.171755202663251,41.393461522665014,2019-07-22,Monday,July
46,2.172413033217084,41.393466256046466,2019-10-18,Friday,October
47,2.1728316527422025,41.39346926624047,2019-07-22,Monday,July
48,2.17331007513445,41.39347270459759,2019-08-22,Thursday,August
47,2.173668891983087,41.39347528206022,2019-12-01,Sunday,December
46,2.173848300424901,41.393476570372,2019-06-30,Sunday,June
45,2.174027708878374,41.39347785840408,2019-03-15,Friday,March
44,2.1742071173435056,41.39347914615649,2019-07-06,Saturday,July
43,2.1743267229934014,41.39348000450269,2019-02-12,Tuesday,February
41,2.1744463286484765,41.39348086272461,2019-09-08,Sunday,September
40,2.17456593430873,41.393481720822216,2019-02-26,Tuesday,February
39,2.1746855399741616,41.39348257879551,2019-06-20,Thursday,June
37,2.1748051456447692,41.3934834366445,2019-05-11,Saturday,May
36,2.1749247513205536,41.39348429436918,2019-09-19,Thursday,September
34,2.175044357001514,41.39348515196956,2019-03-25,Monday,March
32,2.1751639626876482,41.393486009445624,2019-07-05,Friday,July
31,2.175283568378957,41.393486866797396,2019-09-15,Sunday,September
29,2.1754031740754387,41.39348772402485,2019-04-22,Monday,April
27,2.175522779777093,41.393488581128004,2019-01-15,Tuesday,January
26,2.1756423854839193,41.39348943810684,2019-07-06,Saturday,July
24,2.175761991195916,41.39349029496138,2019-09-01,Sunday,September
22,2.1758815969130834,41.3934911516916,2019-01-20,Sunday,January
21,2.1760012026354203,41.393492008297535,2019-12-07,Saturday,December
19,2.1761208083629255,41.39349286477914,2019-06-13,Thursday,June
18,2.176240414095599,41.39349372113645,2019-08-14,Wednesday,August
17,2.1763600198334396,41.39349457736946,2019-03-03,Sunday,March
16,2.1764796255764467,41.39349543347815,2019-04-02,Tuesday,April
15,2.17659923132462,41.39349628946254,2019-11-14,Thursday,November
14,2.1767188370779573,41.39349714532261,2019-11-30,Saturday,November
13,2.1769586166695927,41.39345382321827,2019-02-18,Monday,February
12,2.177524902733983,41.39338826907489,2019-09-14,Saturday,September
16,2.1465795306225313,41.39318747108673,2019-06-21,Friday,June
17,2.146758937027063,41.39318880162686,2019-09-15,Sunday,September
18,2.146938343443637,41.3931901318873,2019-03-23,Saturday,March
19,2.1471177498722507,41.393191461868085,2019-11-16,Saturday,November
20,2.147356958462459,41.393193234740714,2019-04-30,Tuesday,April
21,2.1475961670740604,41.39319500711613,2019-08-21,Wednesday,August
22,2.1478353757070496,41.39319677899434,2019-10-20,Sunday,October
23,2.1481343865283518,41.39319899314291,2019-03-03,Sunday,March
24,2.1484931995579966,41.39320164909567,2019-03-13,Wednesday,March
25,2.1492108257614784,41.39320695764504,2019-09-08,Sunday,September
24,2.149868649950111,41.39321181988422,2019-12-18,Wednesday,December
23,2.1501078587859785,41.393213587038915,2019-01-26,Saturday,January
22,2.15034706764317,41.3932153536964,2019-10-01,Tuesday,October
24,2.153276793463218,41.39328198808019,2019-09-17,Tuesday,September
25,2.1535160027674425,41.39328374815238,2019-12-25,Wednesday,December
26,2.15363619158876,41.39323959481637,2019-09-24,Tuesday,September
28,2.154054807651988,41.39324267330636,2019-04-27,Saturday,April
29,2.1542940168601614,41.39324443175984,2019-12-22,Sunday,December
30,2.1545924448991953,41.393291662324174,2019-08-10,Saturday,August
31,2.154712633025521,41.393247507856984,2019-05-09,Thursday,May
33,2.15507144693324,41.393250143299724,2019-03-01,Friday,March
34,2.155191051579747,41.39325102153203,2019-04-08,Monday,April
35,2.155310656231554,41.393251899640035,2019-05-11,Saturday,May
36,2.1554302608886586,41.39325277762372,2019-05-29,Wednesday,May
38,2.1557890748917563,41.393255410829,2019-06-06,Thursday,June
39,2.155908679570048,41.393256288315484,2019-12-10,Tuesday,December
40,2.1560282842536336,41.39325716567766,2019-12-17,Tuesday,December
41,2.156207691288938,41.39325848148787,2019-08-09,Friday,August
42,2.1564469006878686,41.39326023546639,2019-11-14,Thursday,November
43,2.1568057148259467,41.39326286550192,2019-10-20,Sunday,October
42,2.157224331380533,41.39326593246275,2019-10-22,Tuesday,October
41,2.1577625527601523,41.39326987346062,2019-02-26,Tuesday,February
47,2.160692871035328,41.39329128584552,2019-06-17,Monday,June
48,2.160813055138354,41.393247124966805,2019-03-08,Friday,March
49,2.160932659955848,41.39324799723113,2019-05-17,Friday,May
52,2.1611712906459397,41.39329477465975,2019-07-22,Monday,July
53,2.1612908955617485,41.393295646552545,2019-01-12,Saturday,January
54,2.161410500482819,41.39329651832104,2019-05-06,Monday,May
55,2.1615301054091485,41.39329738996523,2019-12-31,Tuesday,December
56,2.161649710340738,41.39329826148512,2019-02-27,Wednesday,February
46,2.165477646913764,41.39328105116633,2019-12-10,Tuesday,December
45,2.165597251935966,41.3932819185828,2019-09-10,Tuesday,September
43,2.165835886253983,41.39332868636904,2019-08-30,Friday,August
42,2.1659554913744126,41.39332955341395,2019-06-06,Thursday,June
41,2.1660750965000735,41.39333042033455,2019-04-18,Thursday,April
40,2.1661947016309657,41.39333128713084,2019-05-18,Saturday,May
39,2.166314306767088,41.393332153802845,2019-12-22,Sunday,December
38,2.16643391190844,41.39333302035054,2019-12-14,Saturday,December
37,2.16655351705502,41.39333388677391,2019-11-27,Wednesday,November
36,2.1666731222068285,41.393334753073,2019-10-26,Saturday,October
35,2.166792727363864,41.39333561924777,2019-07-20,Saturday,July
34,2.1669123325261266,41.393336485298235,2019-02-08,Friday,February
33,2.167031937693614,41.393337351224396,2019-01-13,Sunday,January
39,2.1687069843481197,41.39330442777968,2019-03-17,Sunday,March
40,2.168826589511374,41.393305291839894,2019-12-21,Saturday,December
47,2.1711583191664308,41.39336714955547,2019-11-29,Friday,November
46,2.171636740607673,41.39337059486291,2019-06-17,Monday,June
47,2.1721151621320516,41.39337403818144,2019-03-01,Friday,March
48,2.1725935837395194,41.393377479511095,2019-03-12,Tuesday,March
49,2.1732514135853687,41.393382208091865,2019-11-25,Monday,November
48,2.1737896381213893,41.39338607413377,2019-03-17,Sunday,March
47,2.1739690463233874,41.39338736225504,2019-06-26,Wednesday,June
46,2.174088651797863,41.393388220847164,2019-06-03,Monday,June
45,2.17420825727752,41.393389079314986,2019-09-20,Friday,September
44,2.174327862762356,41.39338993765851,2019-08-07,Wednesday,August
43,2.1744474682523722,41.393390795877714,2019-04-16,Tuesday,April
42,2.1745670737475664,41.393391653972614,2019-04-17,Wednesday,April
40,2.1746866792479382,41.393392511943205,2019-10-16,Wednesday,October
39,2.1748062847534873,41.39339336978949,2019-05-07,Tuesday,May
37,2.174925890264212,41.39339422751148,2019-01-25,Friday,January
35,2.1750454957801124,41.393395085109155,2019-05-22,Wednesday,May
34,2.1751651013011877,41.39339594258253,2019-01-25,Friday,January
32,2.175284706827437,41.39339679993159,2019-12-28,Saturday,December
30,2.175404312358859,41.39339765715635,2019-01-02,Wednesday,January
28,2.175523917895454,41.3933985142568,2019-07-04,Thursday,July
27,2.1756435234372202,41.393399371232945,2019-07-21,Sunday,July
25,2.175763128984158,41.393400228084786,2019-04-30,Tuesday,April
23,2.1758827345362652,41.39340108481231,2019-12-07,Saturday,December
22,2.176002340093542,41.39340194141554,2019-07-23,Tuesday,July
20,2.1761219456559884,41.39340279789445,2019-02-14,Thursday,February
19,2.176241551223602,41.39340365424908,2019-11-07,Thursday,November
18,2.1763611567963825,41.39340451047938,2019-06-07,Friday,June
17,2.1764807623743296,41.39340536658538,2019-07-31,Wednesday,July
16,2.1766003679574433,41.39340622256708,2019-10-05,Saturday,October
15,2.176719973545721,41.39340707842447,2019-09-22,Sunday,September
14,2.176839579139163,41.393407934157544,2019-04-18,Thursday,April
12,2.1459228862067286,41.39309252385387,2019-08-13,Tuesday,August
13,2.1461620943597777,41.393094299206965,2019-09-18,Wednesday,September
14,2.1464013025342497,41.39309607406284,2019-04-24,Wednesday,April
15,2.146580708679158,41.39309740487846,2019-07-19,Friday,July
16,2.146760114836112,41.393098735414405,2019-06-22,Saturday,June
17,2.146939521005107,41.393100065670666,2019-11-24,Sunday,November
18,2.147118927186143,41.39310139564724,2019-05-27,Monday,May
19,2.1473581354462463,41.3931031685143,2019-07-15,Monday,July
20,2.147657145801459,41.39310538389891,2019-05-24,Friday,May
21,2.1479561561900873,41.393107598506624,2019-11-18,Monday,November
22,2.148255166612118,41.39310981233747,2019-07-30,Tuesday,July
23,2.1486737812590566,41.39311291039546,2019-10-19,Saturday,October
24,2.149271802296721,41.39311733355117,2019-06-15,Saturday,June
23,2.1498100213446847,41.393121311734326,2019-05-17,Friday,May
22,2.150109031973554,41.393123520748425,2019-08-12,Monday,August
21,2.150994467668258,41.39369302603235,2019-11-30,Saturday,November
27,2.1537563802490056,41.39319544135294,2019-08-19,Monday,August
28,2.153876568748178,41.393151287762066,2019-12-30,Monday,December
33,2.154953008794938,41.39315919854031,2019-02-08,Friday,February
34,2.155072613271092,41.393160076894155,2019-09-14,Saturday,September
35,2.155192217752545,41.3931609551237,2019-06-05,Wednesday,June
38,2.155670635731341,41.39316446679883,2019-10-15,Tuesday,October
39,2.1557902402392823,41.393165344406846,2019-01-20,Sunday,January
40,2.1559098447525193,41.393166221890574,2019-04-20,Saturday,April
41,2.156029449271051,41.39316709924999,2019-05-20,Monday,May
42,2.156208856058774,41.393168415056046,2019-03-04,Monday,March
43,2.1563882628584055,41.39316973058242,2019-12-01,Sunday,December
44,2.1568068787705097,41.39317279905632,2019-05-29,Wednesday,May
43,2.1573450993241283,41.39317674199956,2019-01-22,Tuesday,January
42,2.1578235176838687,41.39318024472484,2019-11-10,Sunday,November
50,2.1610528438205012,41.39320383609934,2019-03-24,Sunday,March
51,2.1611724485659933,41.393204708113686,2019-10-10,Thursday,October
52,2.1612920533167466,41.39320558000374,2019-10-03,Thursday,October
53,2.1614116580727605,41.39320645176949,2019-03-23,Saturday,March
54,2.161531262834035,41.39320732341093,2019-06-05,Wednesday,June
55,2.1616508676005686,41.39320819492808,2019-01-31,Thursday,January
56,2.1618302747602294,41.39320950197071,2019-07-29,Monday,July
57,2.162009681931719,41.39321080873366,2019-10-10,Thursday,October
34,2.167033087525912,41.393247284544294,2019-12-28,Saturday,December
33,2.1671526925335676,41.393248150343425,2019-05-17,Friday,May
48,2.1715780814830867,41.39328009752484,2019-06-12,Wednesday,June
49,2.1724153180316947,41.39328612244319,2019-08-20,Tuesday,August
50,2.172893739030836,41.39328956251895,2019-11-03,Sunday,November
51,2.173252554834671,41.39329214127056,2019-11-19,Tuesday,November
50,2.1736113706851783,41.393294718903405,2019-03-05,Tuesday,March
49,2.173850581278103,41.39329643670378,2019-01-24,Thursday,January
48,2.1740299892364,41.39329772472776,2019-06-18,Tuesday,June
47,2.1742093972063548,41.393299012472056,2019-02-25,Monday,February
46,2.174329002526133,41.393299870812854,2019-04-17,Wednesday,April
44,2.17444860785109,41.39330072902936,2019-07-11,Thursday,July
43,2.1745682131812254,41.39330158712156,2019-11-06,Wednesday,November
41,2.1746878185165386,41.39330244508946,2019-06-04,Tuesday,June
40,2.174807423857029,41.39330330293305,2019-07-11,Thursday,July
38,2.174927029202695,41.39330416065233,2019-07-14,Sunday,July
37,2.175046634553537,41.39330501824731,2019-02-24,Sunday,February
35,2.175166239909553,41.39330587571798,2019-08-28,Wednesday,August
33,2.1752858452707438,41.39330673306434,2019-07-06,Saturday,July
31,2.1754054506371068,41.3933075902864,2019-04-01,Monday,April
30,2.1755250560086434,41.39330844738415,2019-11-14,Thursday,November
28,2.175644661385351,41.393309304357594,2019-06-26,Wednesday,June
26,2.1757642667672292,41.393310161206735,2019-11-23,Saturday,November
24,2.1758838721542784,41.39331101793157,2019-08-27,Tuesday,August
23,2.1760034775464963,41.393311874532095,2019-03-16,Saturday,March
21,2.1761230829438833,41.39331273100833,2019-06-22,Saturday,June
20,2.176242688346438,41.39331358736025,2019-06-21,Friday,June
19,2.17636229375416,41.39331444358786,2019-01-11,Friday,January
18,2.176481899167048,41.39331529969116,2019-07-26,Friday,July
17,2.176601504585102,41.393316155670156,2019-12-31,Tuesday,December
16,2.176721110008321,41.39331701152486,2019-02-25,Monday,February
15,2.176840715436704,41.393317867255234,2019-05-28,Tuesday,May
14,2.1770201235889597,41.39331915061774,2019-11-07,Thursday,November
11,2.1454891412785777,41.39732006684814,2019-12-11,Wednesday,December
42,2.1602607674370558,41.393131335877925,2019-11-09,Saturday,November
59,2.1628166596596783,41.39345620071519,2019-04-26,Friday,April
56,2.1640412330945296,41.393360699084184,2019-07-28,Sunday,July
55,2.1641614151177166,41.39331653468829,2019-10-16,Wednesday,October
54,2.164281020164824,41.39331740347346,2019-10-13,Sunday,October
52,2.164520806924662,41.3932741073597,2019-09-03,Tuesday,September
44,2.1603825937398824,41.39323497713316,2019-08-29,Thursday,August
32,2.1676295402897217,41.393374861456365,2019-10-30,Wednesday,October
40,2.1592488115930966,41.39323096488069,2019-09-24,Tuesday,September
37,2.168468347962409,41.39325766592977,2019-06-27,Thursday,June
38,2.1685879530327057,41.39325853023723,2019-06-27,Thursday,June
37,2.1555268771870977,41.39318142678846,2019-12-12,Thursday,December
45,2.160575004261857,41.393155313532155,2019-01-25,Friday,January
46,2.1606946089037673,41.39315618604236,2019-01-27,Sunday,January
43,2.1659572183491638,41.39319445343008,2019-10-17,Thursday,October
42,2.1660768232272405,41.39319532034659,2019-10-17,Thursday,October
41,2.1661964281105477,41.39319618713879,2019-05-02,Thursday,May
40,2.1663160329990854,41.393197053806695,2019-03-01,Friday,March
39,2.166435637892852,41.39319792035029,2019-01-28,Monday,January
38,2.1665552427918477,41.393198786769574,2019-04-11,Thursday,April
37,2.1666748476960715,41.39319965306458,2019-07-02,Tuesday,July
36,2.1667944526055214,41.39320051923526,2019-03-08,Friday,March
35,2.1669744349336444,41.39315678491795,2019-08-05,Monday,August
35,2.1682297119263727,41.39321090358768,2019-01-23,Wednesday,January
36,2.1683493169037082,41.39321176814241,2019-04-28,Sunday,April
13,2.177598973434915,41.39326323938066,2019-04-24,Wednesday,April
13,2.179458190674793,41.393284701751625,2019-10-18,Friday,October
12,2.1461632729887308,41.39300423300703,2019-09-30,Monday,September
13,2.1464024808331,41.39300600785732,2019-03-20,Wednesday,March
14,2.146581886730432,41.39300733866875,2019-09-01,Sunday,September
15,2.1467612926398085,41.393008669200505,2019-02-19,Tuesday,February
16,2.147000500537709,41.39301044280779,2019-01-07,Monday,January
17,2.147179906475179,41.39301177268695,2019-11-30,Saturday,November
18,2.1474191144105284,41.393013545424125,2019-01-31,Thursday,January
19,2.147777926353659,41.393016203597604,2019-11-09,Saturday,November
20,2.148136738344901,41.393018860652376,2019-01-29,Tuesday,January
21,2.1484955503842325,41.39302151658843,2019-12-18,Wednesday,December
22,2.148914164490873,41.39302461376654,2019-05-08,Wednesday,May
23,2.1492729766343306,41.393027267278704,2019-07-13,Saturday,July
22,2.1496317888258143,41.39302991967214,2019-01-26,Saturday,January
21,2.150050403109885,41.393033012717225,2019-01-28,Monday,January
27,2.153518923973007,41.393058582227496,2019-08-21,Wednesday,August
29,2.153996757086277,41.39310713404377,2019-05-05,Sunday,May
30,2.154235965793984,41.39310889261324,2019-10-28,Monday,October
33,2.154834570986744,41.39306825366068,2019-11-16,Saturday,November
35,2.1550743627679316,41.39302497728311,2019-10-17,Thursday,October
36,2.15525318608023,41.3930713277807,2019-02-11,Monday,February
38,2.155552196901034,41.393073522648436,2019-07-22,Monday,July
39,2.155671801238625,41.393074400378,2019-09-07,Saturday,September
40,2.1557914055815135,41.393075277983264,2019-09-11,Wednesday,September
41,2.1559110099296963,41.39307615546423,2019-08-02,Friday,August
42,2.1560306142831744,41.39307703282088,2019-08-12,Monday,August
43,2.156150218641946,41.39307791005322,2019-03-25,Monday,March
44,2.1563296251900277,41.393079225668686,2019-07-13,Saturday,July
45,2.1568678449057046,41.39308317083699,2019-07-24,Wednesday,July
44,2.1574658669376143,41.39308755140511,2019-03-04,Monday,March
43,2.1578844824385697,41.393090615953774,2019-07-07,Sunday,July
42,2.158303098004232,41.393093678979746,2019-08-29,Thursday,August
43,2.160397335784411,41.393018904737694,2019-11-27,Wednesday,November
47,2.160814792755262,41.39311202515843,2019-05-20,Monday,May
48,2.160934397325174,41.39311289741865,2019-09-20,Friday,September
49,2.161054001900348,41.39311376955457,2019-10-07,Monday,October
50,2.161173606480785,41.39311464156618,2019-09-13,Friday,September
51,2.1612932110664835,41.39311551345349,2019-02-04,Monday,February
52,2.161412815657443,41.393116385216494,2019-08-04,Sunday,August
53,2.1615324202536623,41.39311725685519,2019-04-25,Thursday,April
54,2.161652024855141,41.393118128369586,2019-01-14,Monday,January
55,2.161831431767219,41.39311943540811,2019-10-01,Tuesday,October
56,2.1620108386911268,41.39312074216695,2019-07-18,Thursday,July
57,2.162190245626861,41.39312204864611,2019-11-18,Monday,November
58,2.1624294548928993,41.39312379018325,2019-01-02,Wednesday,January
34,2.1677645162637202,41.39310845726771,2019-02-04,Monday,February
33,2.167687729000604,41.39314116030622,2019-03-28,Thursday,March
40,2.168709853135571,41.39307926097963,2019-03-04,Monday,March
41,2.1688294578861838,41.39308012503306,2019-03-01,Friday,March
42,2.1689490626420107,41.39308098896218,2019-05-01,Wednesday,May
43,2.169068093895751,41.39312688613179,2019-03-24,Sunday,March
44,2.169187698744531,41.39312774981366,2019-03-31,Sunday,March
47,2.1701593855721315,41.393377964416935,2019-09-25,Wednesday,September
49,2.170606718716519,41.3932393216422,2019-05-11,Saturday,May
50,2.170861594903619,41.39318486169266,2019-05-02,Thursday,May
49,2.171519422519659,41.39318960015699,2019-07-01,Monday,July
50,2.172177250292901,41.39319433486109,2019-07-24,Wednesday,July
51,2.1727154731333025,41.39319820591303,2019-03-16,Saturday,March
52,2.173253696078787,41.39320207444779,2019-10-15,Tuesday,October
51,2.1736723139978804,41.39320508156789,2019-09-18,Wednesday,September
50,2.1739115242658724,41.39320679923855,2019-07-22,Monday,July
49,2.174090931980469,41.39320808716525,2019-04-13,Saturday,April
48,2.1742105371300093,41.39320894562766,2019-12-12,Thursday,December
47,2.1743301422847297,41.393209803965775,2019-02-12,Tuesday,February
46,2.174449747444629,41.39321066217958,2019-08-23,Friday,August
44,2.1745693526097063,41.39321152026908,2019-10-19,Saturday,October
43,2.174688957779962,41.393212378234274,2019-03-09,Saturday,March
41,2.174808562955394,41.393213236075155,2019-01-12,Saturday,January
40,2.174928168136003,41.39321409379174,2019-12-01,Sunday,December
38,2.1750477733217863,41.39321495138402,2019-09-03,Tuesday,September
36,2.175167378512745,41.393215808851984,2019-10-29,Tuesday,October
34,2.1752869837088777,41.393216666195656,2019-11-02,Saturday,November
33,2.1754065889101826,41.39321752341502,2019-05-19,Sunday,May
31,2.175526194116661,41.39321838051007,2019-12-26,Thursday,December
29,2.1756457993283105,41.393219237480814,2019-05-24,Friday,May
27,2.1757654045451305,41.39322009432727,2019-01-31,Thursday,January
25,2.175885009767121,41.3932209510494,2019-04-15,Monday,April
24,2.176004614994281,41.39322180764724,2019-09-16,Monday,September
22,2.17612422022661,41.393222664120756,2019-03-11,Monday,March
21,2.1762438254641063,41.39322352046998,2019-02-19,Tuesday,February
20,2.17636343070677,41.393224376694896,2019-10-06,Sunday,October
19,2.1764830359546,41.39322523279551,2019-08-25,Sunday,August
18,2.1766026412075954,41.393226088771804,2019-04-08,Monday,April
17,2.1767222464657556,41.393226944623805,2019-10-25,Friday,October
16,2.176841851729081,41.3932278003515,2019-11-12,Tuesday,November
15,2.177021259633749,41.39322908370996,2019-01-10,Thursday,January
14,2.1772604701913743,41.393230794419516,2019-08-07,Wednesday,August
14,2.179280223363371,41.393189458075874,2019-03-25,Monday,March
12,2.1464036591265967,41.39291594165037,2019-03-20,Wednesday,March
13,2.146642866662281,41.39291771599787,2019-06-17,Monday,June
14,2.146822272328096,41.392919046432205,2019-02-27,Wednesday,February
15,2.1470016780059518,41.392920376586865,2019-05-24,Friday,May
16,2.1472408855951515,41.392922149691344,2019-01-08,Tuesday,January
17,2.147539895111739,41.39292436537278,2019-03-08,Friday,March
18,2.1478987065757567,41.39292702316499,2019-06-24,Monday,June
19,2.148257518087877,41.39292967983849,2019-07-10,Wednesday,July
20,2.1486761315794554,41.392932777876965,2019-04-13,Saturday,April
21,2.1493339529126576,41.392937643146695,2019-09-10,Tuesday,September
20,2.1499917744072685,41.39294250465629,2019-12-15,Sunday,December
27,2.15340048836886,41.39296763589079,2019-07-23,Tuesday,July
29,2.1537593006160316,41.39297027541061,2019-11-28,Thursday,November
37,2.155314154238888,41.39298170040243,2019-09-10,Tuesday,September
38,2.1554337584008323,41.39298257837783,2019-04-19,Friday,April
39,2.1555533625680745,41.39298345622894,2019-05-24,Friday,May
40,2.155672966740614,41.392984333955745,2019-11-11,Monday,November
41,2.1557925709184484,41.39298521155824,2019-02-06,Wednesday,February
42,2.155912175101579,41.392986089036434,2019-12-20,Friday,December
43,2.156031779290004,41.392986966390325,2019-01-23,Wednesday,January
44,2.1561513834837225,41.39298784361991,2019-12-12,Thursday,December
46,2.1565699982034165,41.39299091294461,2019-02-09,Saturday,February
47,2.156809206643769,41.39299266616075,2019-09-16,Monday,September
46,2.1571680193439646,41.392995295052714,2019-09-29,Sunday,September
45,2.1575866342209937,41.39299836067941,2019-12-23,Monday,December
44,2.1579454470242547,41.39300098714745,2019-02-17,Sunday,February
43,2.1583042598750515,41.39300361249678,2019-12-12,Thursday,December
42,2.158603270620347,41.393005799433304,2019-01-29,Tuesday,January
44,2.1606377032095465,41.39293058346042,2019-10-26,Saturday,October
45,2.1606963467603606,41.393021086235954,2019-09-13,Friday,September
46,2.160815951159954,41.39302195861774,2019-12-03,Tuesday,December
47,2.1609355555648113,41.3930228308752,2019-06-09,Sunday,June
48,2.161055159974932,41.39302370300837,2019-05-06,Monday,May
49,2.161174764390315,41.39302457501723,2019-02-05,Tuesday,February
50,2.1612943688109594,41.3930254469018,2019-07-23,Tuesday,July
51,2.161413973236865,41.39302631866206,2019-08-29,Thursday,August
52,2.161593379885585,41.39302762606937,2019-03-20,Wednesday,March
